ID;ICD-10-Code;ICD-O-Code;ICD-10 Text;Label;Topography Text;Extended Label;Prompt Text
I06993;D11.9;C08.9;Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet;Gutartige Neubildung der Hauptspeicheldrüse;Große Speicheldrüsen o.n.A.;Gutartige Neubildung der Hauptspeicheldrüse (Große Speicheldrüsen ohne nähere Angabe);Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet (Große Speicheldrüsen ohne nähere Angabe)
I68561;D11.9;C08.9;Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet;Gutartige Neubildung der Speicheldrüsen;Große Speicheldrüsen o.n.A.;Gutartige Neubildung der Speicheldrüsen (Große Speicheldrüsen ohne nähere Angabe);Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet (Große Speicheldrüsen ohne nähere Angabe)
I67386;D11.9;C08.9;Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet;Gutartige Neubildung einer großen Speicheldrüse;Große Speicheldrüsen o.n.A.;Gutartige Neubildung einer großen Speicheldrüse (Große Speicheldrüsen ohne nähere Angabe);Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet (Große Speicheldrüsen ohne nähere Angabe)
I16344;D11.9;C08.9;Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet;Lymphomatöses Adenom;Große Speicheldrüsen o.n.A.;Lymphomatöses Adenom (Große Speicheldrüsen ohne nähere Angabe);Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet (Große Speicheldrüsen ohne nähere Angabe)
I81279;D11.9;C08.9;Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet;Sialadenom;Große Speicheldrüsen o.n.A.;Sialadenom (Große Speicheldrüsen ohne nähere Angabe);Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet (Große Speicheldrüsen ohne nähere Angabe)
I56271;D11.9;C08.9;Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet;Speicheldrüsenadenom;Große Speicheldrüsen o.n.A.;Speicheldrüsenadenom (Große Speicheldrüsen ohne nähere Angabe);Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet (Große Speicheldrüsen ohne nähere Angabe)
I34486_2;D11.9;C08.9;Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet;Warthin-Tumor;Große Speicheldrüsen o.n.A.;Warthin-Tumor (Große Speicheldrüsen ohne nähere Angabe);Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet (Große Speicheldrüsen ohne nähere Angabe)
I72834;D12.0;C18.0;Gutartige Neubildung: Zäkum;Benigner neuroendokriner Tumor des Zäkums;Zökum;Benigner neuroendokriner Tumor des Zäkums (Zökum);Gutartige Neubildung: Zäkum (Zökum)
I53553;D12.0;C18.0;Gutartige Neubildung: Zäkum;Gutartige Neubildung der Bauhin-Klappe;Zökum;Gutartige Neubildung der Bauhin-Klappe (Zökum);Gutartige Neubildung: Zäkum (Zökum)
I47398;D12.0;C18.0;Gutartige Neubildung: Zäkum;Gutartige Neubildung der Ileozäkalklappe;Zökum;Gutartige Neubildung der Ileozäkalklappe (Zökum);Gutartige Neubildung: Zäkum (Zökum)
I94095;D12.0;C18.0;Gutartige Neubildung: Zäkum;Gutartige Neubildung des ileozäkalen Überganges;Zökum;Gutartige Neubildung des ileozäkalen Überganges (Zökum);Gutartige Neubildung: Zäkum (Zökum)
I67494;D12.0;C18.0;Gutartige Neubildung: Zäkum;Gutartige Neubildung des Ileozäkums;Zökum;Gutartige Neubildung des Ileozäkums (Zökum);Gutartige Neubildung: Zäkum (Zökum)
I16203;D12.0;C18.0;Gutartige Neubildung: Zäkum;Gutartige Neubildung des Zäkums;Zökum;Gutartige Neubildung des Zäkums (Zökum);Gutartige Neubildung: Zäkum (Zökum)
I33019;D12.0;C18.0;Gutartige Neubildung: Zäkum;Tubulovillöses Adenom des Zäkums;Zökum;Tubulovillöses Adenom des Zäkums (Zökum);Gutartige Neubildung: Zäkum (Zökum)
I14540_2;D12.0;C18.0;Gutartige Neubildung: Zäkum;Zäkumadenom;Zökum;Zäkumadenom (Zökum);Gutartige Neubildung: Zäkum (Zökum)
I88974;D12.1;C18.1;Gutartige Neubildung: Appendix vermiformis;Benigner neuroendokriner Tumor der Appendix;Appendix vermiformis;Benigner neuroendokriner Tumor der Appendix (Appendix vermiformis);Gutartige Neubildung: Appendix vermiformis
I07873;D12.1;C18.1;Gutartige Neubildung: Appendix vermiformis;Gutartige Neubildung der Appendix;Appendix vermiformis;Gutartige Neubildung der Appendix (Appendix vermiformis);Gutartige Neubildung: Appendix vermiformis
I46945;D12.1;C18.1;Gutartige Neubildung: Appendix vermiformis;Gutartige Neubildung der Appendix vermiformis;Appendix vermiformis;Gutartige Neubildung der Appendix vermiformis;Gutartige Neubildung: Appendix vermiformis
I87016;D12.2;C18.2;Gutartige Neubildung: Colon ascendens;Benigner neuroendokriner Tumor des Colon ascendens;Colon ascendens;Benigner neuroendokriner Tumor des Colon ascendens;Gutartige Neubildung: Colon ascendens
I79716;D12.2;C18.2;Gutartige Neubildung: Colon ascendens;Gutartige Neubildung des Colon ascendens;Colon ascendens;Gutartige Neubildung des Colon ascendens;Gutartige Neubildung: Colon ascendens
I36339;D12.2;C18.2;Gutartige Neubildung: Colon ascendens;Gutartige Neubildung des rechten Kolons;Colon ascendens;Gutartige Neubildung des rechten Kolons (Colon ascendens);Gutartige Neubildung: Colon ascendens
I19490;D12.2;C18.2;Gutartige Neubildung: Colon ascendens;Tubulovillöses Adenom des Colon ascendens;Colon ascendens;Tubulovillöses Adenom des Colon ascendens;Gutartige Neubildung: Colon ascendens
I88500;D12.3;C18.3;Gutartige Neubildung: Colon transversum;Benigner neuroendokriner Tumor der Flexura coli dextra;Flexura hepatica;Gutartige Neubildung: Colon transversum (Flexura hepatica);Gutartige Neubildung: Colon transversum (Flexura hepatica)
I23318;D12.3;C18.4;Gutartige Neubildung: Colon transversum;Benigner neuroendokriner Tumor der Flexura coli dextra;Colon transversum;Gutartige Neubildung: Colon transversum;Gutartige Neubildung: Colon transversum
I24406;D12.3;C18.5;Gutartige Neubildung: Colon transversum;Benigner neuroendokriner Tumor der Flexura coli dextra;Flexura lienalis coli;Gutartige Neubildung: Colon transversum (Flexura lienalis coli);Gutartige Neubildung: Colon transversum (Flexura lienalis coli)
I05901;D12.4;C18.6;Gutartige Neubildung: Colon descendens;Adenom des Colon descendens;Colon descendens;Adenom des Colon descendens;Gutartige Neubildung: Colon descendens
I10577;D12.4;C18.6;Gutartige Neubildung: Colon descendens;Benigner neuroendokriner Tumor des Colon descendens;Colon descendens;Benigner neuroendokriner Tumor des Colon descendens;Gutartige Neubildung: Colon descendens
I14638;D12.4;C18.6;Gutartige Neubildung: Colon descendens;Gutartige Neubildung des Colon descendens;Colon descendens;Gutartige Neubildung des Colon descendens;Gutartige Neubildung: Colon descendens
I12540;D12.4;C18.6;Gutartige Neubildung: Colon descendens;Gutartige Neubildung des linken Kolons;Colon descendens;Gutartige Neubildung des linken Kolons (Colon descendens);Gutartige Neubildung: Colon descendens
I80722;D12.5;C18.7;Gutartige Neubildung: Colon sigmoideum;Benigner neuroendokriner Tumor des Colon sigmoideum;Colon sigmoideum;Benigner neuroendokriner Tumor des Colon sigmoideum;Gutartige Neubildung: Colon sigmoideum
I99974;D12.5;C18.7;Gutartige Neubildung: Colon sigmoideum;Gutartige Neubildung der Flexura coli sigmoidei;Colon sigmoideum;Gutartige Neubildung der Flexura coli sigmoidei (Colon sigmoideum);Gutartige Neubildung: Colon sigmoideum
I30059;D12.5;C18.7;Gutartige Neubildung: Colon sigmoideum;Gutartige Neubildung des Colon pelvinum;Colon sigmoideum;Gutartige Neubildung des Colon pelvinum (Colon sigmoideum);Gutartige Neubildung: Colon sigmoideum
I23639;D12.5;C18.7;Gutartige Neubildung: Colon sigmoideum;Gutartige Neubildung des distalen Kolons;Colon sigmoideum;Gutartige Neubildung des distalen Kolons (Colon sigmoideum);Gutartige Neubildung: Colon sigmoideum
I50624;D12.5;C18.7;Gutartige Neubildung: Colon sigmoideum;Gutartige Neubildung des Sigmas;Colon sigmoideum;Gutartige Neubildung des Sigmas (Colon sigmoideum);Gutartige Neubildung: Colon sigmoideum
I13131;D12.5;C18.7;Gutartige Neubildung: Colon sigmoideum;Sigmoideumadenom;Colon sigmoideum;Sigmoideumadenom (Colon sigmoideum);Gutartige Neubildung: Colon sigmoideum
I19038;D12.5;C18.7;Gutartige Neubildung: Colon sigmoideum;Tubulovillöses Adenom des Colon sigmoideum;Colon sigmoideum;Tubulovillöses Adenom des Colon sigmoideum;Gutartige Neubildung: Colon sigmoideum
I50796;D12.6;C18.8;Gutartige Neubildung: Kolon, nicht näher bezeichnet;Adenomatose;Kolon, mehrere Teilbereiche überlappend;Gutartige Neubildung: Kolon, nicht näher bezeichnet (Kolon, mehrere Teilbereiche überlappend);Gutartige Neubildung: Kolon, nicht näher bezeichnet (Kolon, mehrere Teilbereiche überlappend)
I34747;D12.6;C18.9;Gutartige Neubildung: Kolon, nicht näher bezeichnet;Adenomatose;Colon;Gutartige Neubildung: Kolon, nicht näher bezeichnet (Colon);Gutartige Neubildung: Kolon, nicht näher bezeichnet (Colon)
I23645;D12.7;C19.9;Gutartige Neubildung: Rektosigmoid, Übergang;Gutartige Neubildung des Kolons und Rektums;Rektosigmoidaler Übergang;Gutartige Neubildung des Kolons und Rektums (Rektosigmoidaler Übergang);Gutartige Neubildung: Rektosigmoid, Übergang (Rektosigmoidaler Übergang)
I65869_2;D12.7;C19.9;Gutartige Neubildung: Rektosigmoid, Übergang;Gutartige Neubildung des pelvikorektalen Überganges;Rektosigmoidaler Übergang;Gutartige Neubildung des pelvikorektalen Überganges (Rektosigmoidaler Übergang);Gutartige Neubildung: Rektosigmoid, Übergang (Rektosigmoidaler Übergang)
I87182;D12.7;C19.9;Gutartige Neubildung: Rektosigmoid, Übergang;Gutartige Neubildung des pelvirektalen Überganges;Rektosigmoidaler Übergang;Gutartige Neubildung des pelvirektalen Überganges (Rektosigmoidaler Übergang);Gutartige Neubildung: Rektosigmoid, Übergang (Rektosigmoidaler Übergang)
I37055;D12.7;C19.9;Gutartige Neubildung: Rektosigmoid, Übergang;Gutartige Neubildung des rektosigmoidalen Überganges;Rektosigmoidaler Übergang;Gutartige Neubildung des rektosigmoidalen Überganges (Rektosigmoidaler Übergang);Gutartige Neubildung: Rektosigmoid, Übergang (Rektosigmoidaler Übergang)
I75741;D12.7;C19.9;Gutartige Neubildung: Rektosigmoid, Übergang;Gutartige Neubildung des Rektosigmoids;Rektosigmoidaler Übergang;Gutartige Neubildung des Rektosigmoids (Rektosigmoidaler Übergang);Gutartige Neubildung: Rektosigmoid, Übergang (Rektosigmoidaler Übergang)
I82409;D12.8;C20.9;Gutartige Neubildung: Rektum;Benigner neuroendokriner Tumor des Rektums;Rektum o.n.A.;Benigner neuroendokriner Tumor des Rektums (Rektum ohne nähere Angabe);Gutartige Neubildung: Rektum (Rektum ohne nähere Angabe)
I75335;D12.8;C20.9;Gutartige Neubildung: Rektum;Gutartige Mastdarmneubildung;Rektum o.n.A.;Gutartige Mastdarmneubildung (Rektum ohne nähere Angabe);Gutartige Neubildung: Rektum (Rektum ohne nähere Angabe)
I20809;D12.8;C20.9;Gutartige Neubildung: Rektum;Gutartige Rektumneubildung;Rektum o.n.A.;Gutartige Rektumneubildung (Rektum ohne nähere Angabe);Gutartige Neubildung: Rektum (Rektum ohne nähere Angabe)
I15700_2;D12.8;C20.9;Gutartige Neubildung: Rektum;Gutartiger Rektumtumor;Rektum o.n.A.;Gutartiger Rektumtumor (Rektum ohne nähere Angabe);Gutartige Neubildung: Rektum (Rektum ohne nähere Angabe)
I29895;D12.8;C20.9;Gutartige Neubildung: Rektum;Rektumadenom;Rektum o.n.A.;Rektumadenom (Rektum ohne nähere Angabe);Gutartige Neubildung: Rektum (Rektum ohne nähere Angabe)
I86503;D12.8;C20.9;Gutartige Neubildung: Rektum;Tubulovillöses Adenom des Rektums;Rektum o.n.A.;Tubulovillöses Adenom des Rektums (Rektum ohne nähere Angabe);Gutartige Neubildung: Rektum (Rektum ohne nähere Angabe)
I94350;D12.9;C21.0;Gutartige Neubildung: Analkanal und Anus;Analpapillom;Anus o.n.A.;Gutartige Neubildung: Analkanal und Anus (Anus ohne nähere Angabe);Gutartige Neubildung: Analkanal und Anus (Anus ohne nähere Angabe)
I37342;D12.9;C21.1;Gutartige Neubildung: Analkanal und Anus;Analpapillom;Analkanal;Gutartige Neubildung: Analkanal und Anus;Gutartige Neubildung: Analkanal und Anus
I12800;D12.9;C21.2;Gutartige Neubildung: Analkanal und Anus;Analpapillom;Kloakenregion;Gutartige Neubildung: Analkanal und Anus (Kloakenregion);Gutartige Neubildung: Analkanal und Anus (Kloakenregion)
I83595;D12.9;C21.8;Gutartige Neubildung: Analkanal und Anus;Analpapillom;Rektum, Anus und Analkanal, mehrere Bereiche überlappend;Gutartige Neubildung: Analkanal und Anus (Rektum, Anus und Analkanal, mehrere Bereiche überlappend);Gutartige Neubildung: Analkanal und Anus (Rektum, Anus und Analkanal, mehrere Bereiche überlappend)
I59562;D13.0;C15.0;Gutartige Neubildung: Ösophagus;Gutartige Neubildung der Pars abdominalis des Ösophagus;Ösophagus, Pars cervicalis;Gutartige Neubildung: Ösophagus (Ösophagus, Pars cervicalis);Gutartige Neubildung: Ösophagus (Ösophagus, Pars cervicalis)
I37606;D13.0;C15.1;Gutartige Neubildung: Ösophagus;Gutartige Neubildung der Pars abdominalis des Ösophagus;Ösophagus, Pars thoracalis;Gutartige Neubildung: Ösophagus (Ösophagus, Pars thoracalis);Gutartige Neubildung: Ösophagus (Ösophagus, Pars thoracalis)
I19271;D13.0;C15.2;Gutartige Neubildung: Ösophagus;Gutartige Neubildung der Pars abdominalis des Ösophagus;Ösophagus, Pars abdominalis;Gutartige Neubildung: Ösophagus (Ösophagus, Pars abdominalis);Gutartige Neubildung: Ösophagus (Ösophagus, Pars abdominalis)
I55540;D13.0;C15.3;Gutartige Neubildung: Ösophagus;Gutartige Neubildung der Pars abdominalis des Ösophagus;Ösophagus, oberes Drittel;Gutartige Neubildung: Ösophagus (Ösophagus, oberes Drittel);Gutartige Neubildung: Ösophagus (Ösophagus, oberes Drittel)
I93287;D13.0;C15.4;Gutartige Neubildung: Ösophagus;Gutartige Neubildung der Pars abdominalis des Ösophagus;Ösophagus, mittleres Drittel;Gutartige Neubildung: Ösophagus (Ösophagus, mittleres Drittel);Gutartige Neubildung: Ösophagus (Ösophagus, mittleres Drittel)
I21474;D13.0;C15.5;Gutartige Neubildung: Ösophagus;Gutartige Neubildung der Pars abdominalis des Ösophagus;Ösophagus, unteres intrathorakales Drittel;Gutartige Neubildung: Ösophagus (Ösophagus, unteres intrathorakales Drittel);Gutartige Neubildung: Ösophagus (Ösophagus, unteres intrathorakales Drittel)
I51904;D13.0;C15.8;Gutartige Neubildung: Ösophagus;Gutartige Neubildung der Pars abdominalis des Ösophagus;Ösophagus, mehrere Teilbereiche überlappend;Gutartige Neubildung: Ösophagus (Ösophagus, mehrere Teilbereiche überlappend);Gutartige Neubildung: Ösophagus (Ösophagus, mehrere Teilbereiche überlappend)
I36575;D13.0;C15.9;Gutartige Neubildung: Ösophagus;Gutartige Neubildung der Pars abdominalis des Ösophagus;Ösophagus o.n.A.;Gutartige Neubildung: Ösophagus (Ösophagus ohne nähere Angabe);Gutartige Neubildung: Ösophagus (Ösophagus ohne nähere Angabe)
I32759;D13.1;C16.0;Gutartige Neubildung: Magen;Benigner neuroendokriner Tumor des Magens;Kardia o.n.A.;Gutartige Neubildung: Magen (Kardia ohne nähere Angabe);Gutartige Neubildung: Magen (Kardia ohne nähere Angabe)
I35128;D13.1;C16.1;Gutartige Neubildung: Magen;Benigner neuroendokriner Tumor des Magens;Fundus ventriculi;Gutartige Neubildung: Magen (Fundus ventriculi);Gutartige Neubildung: Magen (Fundus ventriculi)
I42368;D13.1;C16.2;Gutartige Neubildung: Magen;Benigner neuroendokriner Tumor des Magens;Corpus ventriculi;Gutartige Neubildung: Magen (Corpus ventriculi);Gutartige Neubildung: Magen (Corpus ventriculi)
I54184;D13.1;C16.3;Gutartige Neubildung: Magen;Benigner neuroendokriner Tumor des Magens;Antrum ventriculi;Gutartige Neubildung: Magen (Antrum ventriculi);Gutartige Neubildung: Magen (Antrum ventriculi)
I68131;D13.1;C16.4;Gutartige Neubildung: Magen;Benigner neuroendokriner Tumor des Magens;Pylorus;Gutartige Neubildung: Magen (Pylorus);Gutartige Neubildung: Magen (Pylorus)
I61806;D13.1;C16.5;Gutartige Neubildung: Magen;Benigner neuroendokriner Tumor des Magens;Kleine Kurvatur o.n.A;Gutartige Neubildung: Magen (Kleine Kurvatur ohne nähere Angabe);Gutartige Neubildung: Magen (Kleine Kurvatur ohne nähere Angabe)
I16571;D13.1;C16.6;Gutartige Neubildung: Magen;Benigner neuroendokriner Tumor des Magens;Große Kurvatur o.n.A;Gutartige Neubildung: Magen (Große Kurvatur ohne nähere Angabe);Gutartige Neubildung: Magen (Große Kurvatur ohne nähere Angabe)
I83159;D13.1;C16.8;Gutartige Neubildung: Magen;Benigner neuroendokriner Tumor des Magens;Magen, mehrere Teilbereiche überlappend;Gutartige Neubildung: Magen (Magen, mehrere Teilbereiche überlappend);Gutartige Neubildung: Magen (Magen, mehrere Teilbereiche überlappend)
I63117;D13.1;C16.9;Gutartige Neubildung: Magen;Benigner neuroendokriner Tumor des Magens;Magen o.n.A.;Gutartige Neubildung: Magen (Magen ohne nähere Angabe);Gutartige Neubildung: Magen (Magen ohne nähere Angabe)
I17037;D13.2;C17.0;Gutartige Neubildung: Duodenum;Adenom des Duodenums;Duodenum;Adenom des Duodenums;Gutartige Neubildung: Duodenum
I33278;D13.2;C17.0;Gutartige Neubildung: Duodenum;Benigner neuroendokriner Tumor des Duodenums;Duodenum;Benigner neuroendokriner Tumor des Duodenums;Gutartige Neubildung: Duodenum
I34980;D13.2;C17.0;Gutartige Neubildung: Duodenum;Gangliozytisches Paragangliom;Duodenum;Gangliozytisches Paragangliom (Duodenum);Gutartige Neubildung: Duodenum
I23711;D13.2;C17.0;Gutartige Neubildung: Duodenum;Gutartige Neubildung des Duodenums;Duodenum;Gutartige Neubildung des Duodenums;Gutartige Neubildung: Duodenum
I63867;D13.3;C17.1;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes;Benigner neuroendokriner Tumor des Ileums;Jejunum;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes (Jejunum);Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes (Jejunum)
I13311;D13.3;C17.2;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes;Benigner neuroendokriner Tumor des Ileums;Ileum;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes (Ileum);Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes (Ileum)
I67253_2;D13.3;C17.3;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes;Benigner neuroendokriner Tumor des Ileums;Meckel-Divertikel;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes (Meckel-Divertikel);Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes (Meckel-Divertikel)
I75229;D13.3;C17.8;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes;Benigner neuroendokriner Tumor des Ileums;Dünndarm, mehrere Teilbereiche überlappend;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes (Dünndarm, mehrere Teilbereiche überlappend);Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes (Dünndarm, mehrere Teilbereiche überlappend)
I36087;D13.3;C17.9;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes;Benigner neuroendokriner Tumor des Ileums;Dünndarm o.n.A.;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes (Dünndarm ohne nähere Angabe);Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes (Dünndarm ohne nähere Angabe)
I01072;D13.4;C22.0;Gutartige Neubildung: Leber;Adenohepatom;Leber (hepatisch);Gutartige Neubildung: Leber (Leber (hepatisch));Gutartige Neubildung: Leber (Leber (hepatisch))
I77111_2;D13.4;C22.1;Gutartige Neubildung: Leber;Adenohepatom;Intrahepatische Gallengänge;Gutartige Neubildung: Leber (Intrahepatische Gallengänge);Gutartige Neubildung: Leber (Intrahepatische Gallengänge)
I33693;D13.5;C23.9;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase;Adenom der Papilla Vateri;Gallenblase;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase
I66625;D13.5;C24.0;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase;Adenom der Papilla Vateri;Extrahepatischer Gallengang;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase (Extrahepatischer Gallengang);Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase (Extrahepatischer Gallengang)
I00233;D13.5;C24.1;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase;Adenom der Papilla Vateri;Ampulla Vateri;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase (Ampulla Vateri);Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase (Ampulla Vateri)
I26950;D13.5;C24.8;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase;Adenom der Papilla Vateri;Gallenwege, mehrere Bereiche überlappend;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase (Gallenwege, mehrere Bereiche überlappend);Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase (Gallenwege, mehrere Bereiche überlappend)
I54214;D13.5;C24.9;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase;Adenom der Papilla Vateri;Gallenwege o.n.A.;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase (Gallenwege ohne nähere Angabe);Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase (Gallenwege ohne nähere Angabe)
I85351;D13.6;C25.0;Gutartige Neubildung: Pankreas;Bauchspeicheldrüsenadenom;Pankreaskopf;Gutartige Neubildung: Pankreas (Pankreaskopf);Gutartige Neubildung: Pankreas (Pankreaskopf)
I60382;D13.6;C25.1;Gutartige Neubildung: Pankreas;Bauchspeicheldrüsenadenom;Pankreaskörper;Gutartige Neubildung: Pankreas (Pankreaskörper);Gutartige Neubildung: Pankreas (Pankreaskörper)
I63060;D13.6;C25.2;Gutartige Neubildung: Pankreas;Bauchspeicheldrüsenadenom;Pankreasschwanz;Gutartige Neubildung: Pankreas (Pankreasschwanz);Gutartige Neubildung: Pankreas (Pankreasschwanz)
I27725;D13.6;C25.3;Gutartige Neubildung: Pankreas;Bauchspeicheldrüsenadenom;Ductus pancreaticus;Gutartige Neubildung: Pankreas (Ductus pancreaticus);Gutartige Neubildung: Pankreas (Ductus pancreaticus)
I67807;D13.6;C25.7;Gutartige Neubildung: Pankreas;Bauchspeicheldrüsenadenom;Sonstige näher bezeichnete Teile des Pankreas;Gutartige Neubildung: Pankreas (Sonstige näher bezeichnete Teile des Pankreas);Gutartige Neubildung: Pankreas (Sonstige näher bezeichnete Teile des Pankreas)
I60584;D13.6;C25.8;Gutartige Neubildung: Pankreas;Bauchspeicheldrüsenadenom;Pankreas, mehrere Teilbereiche überlappend;Gutartige Neubildung: Pankreas (Pankreas, mehrere Teilbereiche überlappend);Gutartige Neubildung: Pankreas (Pankreas, mehrere Teilbereiche überlappend)
I10996;D13.6;C25.9;Gutartige Neubildung: Pankreas;Bauchspeicheldrüsenadenom;Pankreas o.n.A.;Gutartige Neubildung: Pankreas (Pankreas ohne nähere Angabe);Gutartige Neubildung: Pankreas (Pankreas ohne nähere Angabe)
I63111;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Adenoma insucellulare;Pankreas-Inselzellen (Histos: nur NET);Adenoma insucellulare (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I87431;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Alpha-Zell-Adenom;Pankreas-Inselzellen (Histos: nur NET);Alpha-Zell-Adenom (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I48295_2;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Alpha-Zell-Tumor;Pankreas-Inselzellen (Histos: nur NET);Alpha-Zell-Tumor (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I35912_2;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Benigner nicht-funktioneller neuroendokriner Tumor des Pankreas;Pankreas-Inselzellen (Histos: nur NET);Benigner nicht-funktioneller neuroendokriner Tumor des Pankreas (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I63932;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Benignes Glukagonom;Pankreas-Inselzellen (Histos: nur NET);Benignes Glukagonom (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I15391;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Benignes Glukagonom des Pankreas;Pankreas-Inselzellen (Histos: nur NET);Benignes Glukagonom des Pankreas (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I37063_1;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Benignes Insulinom;Pankreas-Inselzellen (Histos: nur NET);Benignes Insulinom (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I36463;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Benignes Pankreasinsulinom;Pankreas-Inselzellen (Histos: nur NET);Benignes Pankreasinsulinom (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I06400;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Beta-Zell-Adenom;Pankreas-Inselzellen (Histos: nur NET);Beta-Zell-Adenom (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I46739;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Beta-Zell-Tumor;Pankreas-Inselzellen (Histos: nur NET);Beta-Zell-Tumor (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
